Date,pH,Turbidity,TSS,FRC,Conductivity,TDS,Total_Hardness,Calcium_Hardness,Magnesium_Hardness,Chlorides,Ortho_PO4,Total_Iron,SS,Sulphate,Silica,Total_PO4,Total_Alkalinity,P_Alkalinity,PO4
2015-01-05,7.7,11.0,,0.5,2525.0,1692.0,976.0,595.0,390.0,158.0,,0.2,23.0,,130.0,4.7,,,
2015-01-06,7.9,13.0,,0.5,2537.0,1700.0,947.0,577.0,385.0,166.0,,0.2,26.0,,131.0,4.7,,,
2015-01-07,7.6,10.0,,0.5,2270.0,1520.0,906.0,553.0,387.0,150.0,,0.2,21.0,,132.0,4.5,,,
2015-01-08,7.8,9.0,,0.5,2233.0,1496.0,898.0,548.0,388.0,143.0,,0.2,19.0,,133.0,4.7,,,
2015-01-09,7.7,11.0,,0.2,2420.0,1620.0,927.0,565.0,389.0,160.0,,0.2,23.0,,134.0,4.9,,,
2015-01-10,7.7,12.0,,0.2,2552.0,1710.0,948.0,578.0,370.0,168.0,,0.2,25.0,,135.0,5.0,,,
2015-01-11,7.7,12.0,,0.2,2565.0,1730.0,950.0,580.0,386.0,170.0,,0.2,26.0,,136.0,4.9,,,
2015-01-12,7.8,11.0,,0.3,2580.0,1750.0,955.0,585.0,379.0,172.0,,0.2,24.0,,137.0,4.8,,,
2015-01-13,7.8,10.0,,0.2,2600.0,1780.0,960.0,588.0,370.0,175.0,,0.2,23.0,,139.0,4.7,,,
2015-01-14,7.8,11.0,,0.6,2620.0,1810.0,985.0,595.0,370.0,178.0,,0.2,25.0,,140.0,4.8,,,
2015-01-15,7.55,11.0,,0.5,2810.0,1880.0,1005.0,593.0,378.0,190.0,,0.3,23.0,,141.0,5.0,,,
2015-01-16,7.76,10.0,,0.4,2582.0,1730.0,989.0,603.0,383.0,180.0,,0.2,21.0,,142.0,4.9,,,
2015-01-17,7.7,11.0,,0.3,2664.0,1785.0,1009.0,615.0,378.0,190.0,,0.2,23.0,,143.0,5.0,,,
2015-01-18,7.8,10.0,,0.2,2580.0,1750.0,1000.0,610.0,385.0,187.0,,0.2,21.0,,144.0,4.9,,,
2015-01-19,7.7,10.0,,0.6,2522.0,1690.0,985.0,610.0,376.0,185.0,,0.2,20.0,,145.0,4.8,,,
2015-01-20,7.4,11.0,,0.5,2420.0,1620.0,960.0,585.0,378.0,172.0,,0.2,23.0,,146.0,4.8,,,
2015-01-21,7.8,12.0,,0.5,2730.0,1826.0,980.0,598.0,379.0,180.0,,0.2,25.0,,147.0,4.9,,,
2015-01-22,7.6,11.0,,0.4,2664.0,1785.0,1000.0,610.0,381.0,182.0,,0.2,23.0,,146.0,4.7,,,
2015-01-23,7.7,10.0,,0.2,2635.0,1765.0,984.0,600.0,384.0,174.0,,0.2,21.0,,147.0,4.8,,,
2015-01-24,7.7,10.0,,0.3,2560.0,1715.0,960.0,586.0,379.0,172.0,,0.2,22.0,,148.0,4.8,,,
2015-01-25,7.7,11.0,,0.3,2580.0,1730.0,965.0,588.0,376.0,173.0,,0.2,23.0,,149.0,4.9,,,
2015-01-26,7.8,11.0,,0.2,2600.0,1750.0,970.0,590.0,383.0,175.0,,0.2,23.0,,150.0,4.9,,,
2015-01-27,7.7,10.0,,0.1,2638.0,1768.0,960.0,586.0,382.0,186.0,,0.2,21.0,,148.0,4.8,,,
2015-01-28,7.8,9.0,,0.0,2532.0,1693.0,952.0,580.0,388.0,180.0,,0.2,19.0,,146.0,4.9,,,
2015-01-29,7.8,10.0,,0.1,2552.0,1710.0,940.0,573.0,389.0,174.0,,0.2,21.0,,145.0,4.8,,,
2015-01-30,7.8,10.0,,0.1,2375.0,1593.0,932.0,568.0,394.0,170.0,,0.2,21.0,,144.0,4.9,,,
2015-01-31,7.7,9.0,,0.5,2350.0,1552.0,920.0,561.0,402.0,168.0,,0.2,23.0,,143.0,4.8,,,
2015-06-01,7.6,17.0,,,,1310.0,608.0,372.0,236.0,120.0,7.5,0.2,,,93.0,,,,
2015-06-02,7.59,16.0,,0.2,,1289.0,620.0,378.0,230.0,129.0,7.9,0.2,,,90.0,,,,
2015-06-03,7.5,15.0,,0.1,,1250.0,612.0,373.0,239.0,137.0,7.9,0.2,,,93.0,,,,
2015-06-04,7.8,15.0,,0.1,,1256.0,580.0,354.0,226.0,129.0,7.7,0.2,,,97.0,,,,
2015-06-05,7.7,17.0,,0.2,,1310.0,592.0,361.0,231.0,146.0,7.7,0.2,,,99.0,,,,
2015-06-06,7.62,18.0,,0.1,,1350.0,580.0,354.0,226.0,154.0,7.8,0.2,,,102.0,,,,
2015-06-07,7.72,18.0,,0.1,,1380.0,592.0,361.0,231.0,146.0,7.7,0.2,,,99.0,,,,
2015-06-08,7.65,18.0,,0.1,,1390.0,584.0,364.0,216.0,155.0,7.7,0.2,,,102.0,,,,
2015-06-09,7.67,17.0,,0.1,,1501.0,592.0,360.0,232.0,163.0,7.7,0.2,,,100.0,,,,
2015-06-10,7.52,18.0,,0.1,,1650.0,608.0,371.0,237.0,189.0,7.6,0.2,,,98.0,,,,
2015-06-11,7.43,19.0,,0.2,,1800.0,840.0,512.0,328.0,172.0,7.9,0.2,,,105.0,,,,
2015-06-12,7.8,17.0,,0.1,,1760.0,844.0,512.0,332.0,189.0,7.5,0.2,,,100.0,,,,
2015-06-13,7.5,18.0,,0.1,,1840.0,852.0,520.0,332.0,180.0,7.4,0.2,,,102.0,,,,
2015-06-14,7.55,18.0,,0.1,,1790.0,860.0,528.0,332.0,172.0,7.2,0.2,,,105.0,,,,
2015-06-15,7.6,18.0,,0.1,,1820.0,872.0,540.0,332.0,180.0,7.4,0.2,,,108.0,,,,
2015-06-16,7.67,18.0,,,,1840.0,796.0,524.0,272.0,189.0,7.5,0.2,,,105.0,,,,
2015-06-17,7.55,18.0,,0.1,,1790.0,792.0,532.0,260.0,180.0,7.9,0.2,,,108.0,,,,
2015-06-18,7.7,18.0,,0.5,,1570.0,764.0,473.0,291.0,386.0,7.4,0.2,,,105.0,,,,
2015-06-19,7.78,17.0,,0.5,,1570.0,776.0,460.0,316.0,301.0,7.2,0.2,,,106.0,,,,
2015-06-20,7.69,18.0,,0.5,,1570.0,750.0,436.0,314.0,172.0,7.1,0.2,,,107.0,,,,
2015-06-21,7.58,18.0,,0.5,,1490.0,672.0,445.0,227.0,189.0,7.3,0.2,,,108.0,,,,
2015-06-22,7.55,20.0,,0.4,,1660.0,652.0,444.0,208.0,215.0,7.6,0.2,,,107.0,,,,
2015-06-23,7.7,19.0,,0.2,,1630.0,652.0,445.0,208.0,189.0,7.5,0.2,,,105.0,,,,
2015-06-24,7.6,18.0,,0.2,,1480.0,656.0,448.0,208.0,197.0,7.4,0.2,,,108.0,,,,
2015-06-25,7.86,19.0,,0.1,,1540.0,592.0,324.0,268.0,198.0,7.1,0.2,,,107.0,,,,
2015-06-26,7.55,18.0,,0.3,,1455.0,608.0,352.0,256.0,198.0,7.0,0.2,,,110.0,,,,
2015-06-27,7.6,18.0,,0.3,,1470.0,564.0,324.0,240.0,206.0,7.5,0.2,,,112.0,,,,
2015-06-28,7.58,16.0,,0.3,,1520.0,600.0,360.0,240.0,215.0,7.6,0.2,,,115.0,,,,
2015-06-29,7.7,16.0,,0.2,,1550.0,608.0,352.0,256.0,206.0,7.5,0.2,,,112.0,,,,
2015-06-30,7.85,17.0,,0.2,,1620.0,616.0,340.0,276.0,240.0,7.2,0.2,,,110.0,,,,
2015-07-01,7.6,16.0,,0.2,,1510.0,612.0,348.0,264.0,348.0,7.3,0.2,,,115.0,,,,
2015-07-02,7.7,18.0,,0.2,,1510.0,628.0,356.0,272.0,356.0,7.2,0.2,,,112.0,,,,
2015-07-03,7.7,18.0,,0.2,,1510.0,592.0,324.0,268.0,324.0,7.0,0.2,,,110.0,,,,
2015-07-04,7.5,18.0,,0.1,,1540.0,676.0,380.0,296.0,380.0,7.2,0.2,,,115.0,,,,
2015-07-05,7.5,17.0,,0.1,,1550.0,636.0,360.0,276.0,360.0,7.0,0.2,,,110.0,,,,
2015-07-06,7.7,17.0,,0.1,,1535.0,656.0,372.0,284.0,372.0,7.1,0.2,,,115.0,,,,
2015-07-07,7.5,17.0,,0.2,,1475.0,600.0,336.0,264.0,336.0,7.1,0.2,,,115.0,,,,
2015-07-08,7.7,18.0,,0.1,,1505.0,652.0,324.0,328.0,324.0,7.2,0.2,,,112.0,,,,
2015-07-09,7.6,17.0,,0.1,,1450.0,648.0,364.0,284.0,364.0,7.2,0.2,,,115.0,,,,
2015-07-10,7.7,17.0,,0.2,,1500.0,620.0,352.0,268.0,352.0,7.3,0.2,,,110.0,,,,
2015-07-11,7.7,18.0,,0.2,,1450.0,612.0,360.0,252.0,360.0,7.1,0.2,,,115.0,,,,
2015-07-12,7.8,17.0,,0.1,,1420.0,600.0,336.0,264.0,336.0,7.1,0.2,,,110.0,,,,
2015-07-13,7.7,18.0,,0.1,,1400.0,592.0,348.0,244.0,348.0,7.3,0.2,,,115.0,,,,
2015-07-14,7.6,17.0,,0.2,,1480.0,604.0,348.0,256.0,348.0,7.3,0.2,,,115.0,,,,
2015-07-15,7.7,17.0,,0.2,,1460.0,612.0,364.0,248.0,364.0,7.6,0.2,,,116.0,,,,
2015-07-16,7.9,17.0,,0.2,,1450.0,616.0,388.0,228.0,388.0,6.8,0.2,,,116.0,,,,
2015-07-17,7.8,18.0,,0.1,,1435.0,604.0,368.0,236.0,368.0,6.8,0.2,,,114.0,,,,
2015-07-18,7.7,17.0,,0.2,,1460.0,634.0,391.0,243.0,391.0,6.9,0.2,,,112.0,,,,
2015-07-19,7.6,15.0,,0.1,,1410.0,624.0,368.0,256.0,368.0,7.2,0.2,,,1110.0,,,,
2015-07-20,7.7,16.0,,0.2,,1390.0,624.0,380.0,244.0,380.0,7.0,0.2,,,112.0,,,,
2015-07-21,7.5,17.0,,0.2,,1410.0,556.0,340.0,216.0,340.0,6.7,0.2,,,110.0,,,,
2015-07-22,7.9,17.0,,0.2,,1405.0,588.0,384.0,204.0,384.0,6.8,0.2,,,115.0,,,,
2015-07-23,7.7,18.0,,0.1,,1415.0,536.0,340.0,196.0,340.0,6.7,0.2,,,110.0,,,,
2015-07-24,7.8,17.0,,0.1,,1470.0,536.0,336.0,200.0,336.0,6.9,0.2,,,115.0,,,,
2015-07-25,7.5,17.0,,0.1,,1460.0,556.0,340.0,216.0,340.0,6.8,0.2,,,112.0,,,,
2015-07-26,7.6,16.0,,0.2,,1510.0,548.0,348.0,200.0,348.0,6.7,0.2,,,113.0,,,,
2015-07-27,7.5,17.0,,0.1,,1520.0,556.0,336.0,220.0,336.0,7.1,0.2,,,115.0,,,,
2015-07-28,7.7,17.0,,0.1,,1490.0,524.0,320.0,204.0,320.0,7.0,0.2,,,112.0,,,,
2015-07-29,7.8,17.0,,0.1,,1595.0,532.0,324.0,208.0,324.0,7.2,0.2,,,110.0,,,,
2015-07-30,7.8,17.0,,0.1,,1645.0,520.0,328.0,192.0,328.0,6.5,0.2,,,112.0,,,,
2015-07-31,7.7,17.0,,0.1,,1490.0,536.0,344.0,192.0,344.0,6.6,0.2,,,113.0,,,,
2015-09-01,7.8,16.0,,0.1,,1280.0,516.0,348.0,168.0,135.0,7.2,,,,112.0,10.2,,,
2015-09-02,7.54,16.0,,0.5,,1285.0,540.0,368.0,172.0,164.0,7.1,,,,110.0,10.1,,,
2015-09-03,7.68,16.0,,0.2,,1310.0,548.0,392.0,1546.0,157.0,7.1,,,,115.0,10.1,,,
2015-09-04,7.62,15.0,,0.3,,1295.0,564.0,396.0,168.0,178.0,6.9,,,,119.0,10.9,,,
2015-09-05,7.92,16.0,,0.1,,1360.0,560.0,404.0,156.0,185.0,6.8,,,,116.0,11.0,,,
2015-09-06,7.83,16.0,,0.2,,1300.0,556.0,408.0,148.0,178.0,6.5,,,,120.0,10.9,,,
2015-09-07,7.51,15.0,,0.1,,1320.0,572.0,376.0,196.0,157.0,6.7,,,,118.0,10.6,,,
2015-09-08,7.5,17.0,,0.2,,1360.0,564.0,380.0,184.0,164.0,6.8,,,,116.0,10.38,,,
2015-09-09,7.5,16.0,,0.1,,1340.0,604.0,396.0,208.0,206.0,6.6,,,,120.0,106.0,,,
2015-09-10,7.92,15.0,,0.2,,1390.0,596.0,380.0,216.0,221.0,7.2,,,,115.0,11.2,,,
2015-09-11,7.75,15.0,,0.1,,1360.0,644.0,428.0,216.0,206.0,6.8,,,,118.0,10.8,,,
2015-09-12,7.76,16.0,,0.1,,1320.0,604.0,404.0,200.0,185.0,7.0,,,,115.0,10.6,,,
2015-09-13,7.51,17.0,,0.1,,1250.0,596.0,380.0,216.0,178.0,7.2,,,,110.0,10.8,,,
2015-09-14,7.8,17.0,,0.2,,1340.0,564.0,372.0,189.0,188.0,7.0,,,,115.0,10.8,,,
2015-09-15,7.54,17.0,,0.1,,1450.0,554.0,348.0,206.0,178.0,6.8,,,,112.0,10.6,,,
2015-09-16,7.65,15.0,,0.2,,1430.0,540.0,344.0,196.0,165.0,6.9,,,,110.0,10.4,,,
2015-09-17,7.6,16.0,,0.1,,1410.0,524.0,368.0,156.0,175.0,7.0,,,,115.0,10.2,,,
2015-09-18,7.7,17.0,,0.2,,1370.0,516.0,344.0,172.0,177.0,7.2,,,,112.0,10.5,,,
2015-09-19,7.6,17.0,,0.1,,1425.0,524.0,352.0,152.0,185.0,7.0,,,,113.0,10.6,,,
2015-09-20,7.54,15.0,,0.3,,1435.0,552.0,392.0,160.0,156.0,6.9,,,,116.0,10.5,,,
2015-09-21,7.56,15.0,,0.2,,1370.0,524.0,366.0,158.0,142.0,6.8,,,,115.0,10.8,,,
2015-09-22,7.56,17.0,,0.1,,1450.0,556.0,392.0,164.0,152.0,7.0,,,,113.0,10.4,,,
2015-09-23,7.86,18.0,,0.1,,1380.0,584.0,380.0,204.0,194.0,7.2,,,,112.0,10.6,,,
2015-09-24,7.7,18.0,,0.2,,1420.0,596.0,398.0,198.0,150.0,7.0,,,,115.0,10.5,,,
2015-09-25,7.5,17.0,,0.2,,1440.0,588.0,392.0,196.0,168.0,7.2,,,,119.0,10.3,,,
2015-09-26,7.55,18.0,,0.1,,1450.0,584.0,382.0,202.0,152.0,7.2,,,,117.0,10.5,,,
2015-09-27,7.5,17.0,,0.21,,1440.0,580.0,378.0,202.0,162.0,7.1,,,,119.0,10.4,,,
2015-09-28,7.7,17.0,,0.1,,1380.0,592.0,392.0,200.0,172.0,7.2,,,,117.0,10.5,,,
2015-09-29,7.7,18.0,,0.1,,1370.0,594.0,398.0,196.0,154.0,7.0,,,,115.0,10.6,,,
2015-09-30,7.65,17.0,,0.1,,1350.0,610.0,410.0,200.0,134.0,7.2,,,,117.0,10.2,,,
2016-04-01,7.5,17.0,,0.1,,1395.0,530.0,289.0,241.0,155.0,6.6,,,,118.0,10.6,,,
2016-04-02,7.62,16.0,,0.1,,1380.0,549.0,293.0,256.0,152.0,6.8,,,,117.0,10.8,,,
2016-04-03,7.58,18.0,,0.1,,1382.0,545.0,292.0,253.0,154.0,6.8,,,,115.0,11.8,,,
2016-04-04,7.56,18.0,,0.1,,1370.0,545.0,286.0,259.0,148.0,6.8,,,,117.0,11.8,,,
2016-04-05,7.8,17.0,,0.1,,1345.0,538.0,282.0,256.0,148.0,6.8,,,,118.0,11.8,,,
2016-04-06,7.84,16.0,,0.1,,1335.0,534.0,278.0,256.0,141.0,6.8,,,,117.0,10.8,,,
2016-04-07,7.7,16.0,,0.1,,1580.0,508.0,271.0,237.0,134.0,6.8,,,,119.0,10.8,,,
2016-04-08,8.0,15.0,,0.1,,1460.0,500.0,267.0,233.0,127.0,7.0,,,,118.0,10.8,,,
2016-04-09,7.8,15.0,,0.1,,1380.0,519.0,286.0,233.0,128.0,6.8,,,,118.0,10.8,,,
2016-04-10,7.68,18.0,,0.1,,1390.0,534.0,278.0,256.0,127.0,6.38,,,,119.0,10.8,,,
2016-04-11,7.7,18.0,,0.1,,1383.0,556.0,308.0,248.0,148.0,6.3,,,,118.0,10.2,,,
2016-04-12,7.6,18.0,,0.1,,1370.0,549.0,301.0,248.0,141.0,6.2,,,,116.0,10.2,,,
2016-04-13,7.7,19.0,,0.1,,1480.0,541.0,316.0,225.0,197.0,6.2,,,,118.0,10.2,,,
2016-04-14,7.6,18.0,,0.1,,1470.0,632.0,372.0,260.0,198.0,6.2,,,,117.0,10.21,,,
2016-04-15,7.8,19.0,,0.01,,1440.0,620.0,350.0,270.0,190.0,6.2,,,,119.0,10.2,,,
2016-04-16,7.67,19.0,,0.1,,1447.0,617.0,345.0,271.0,183.0,6.3,,,,117.0,10.3,,,
2016-04-17,7.58,18.0,,0.1,,1550.0,647.0,357.0,290.0,197.0,6.3,,,,118.0,10.3,,,
2016-04-18,7.6,18.0,,0.1,,1518.0,658.0,346.0,312.0,204.0,6.5,,,,119.0,10.5,,,
2016-04-19,7.89,22.0,,0.1,,1556.0,696.0,357.0,339.0,211.0,6.3,,,,117.0,10.3,,,
2016-04-20,7.76,20.0,,0.1,,1545.0,682.0,350.0,332.0,218.0,6.3,,,,119.0,10.3,,,
2016-04-21,7.72,21.0,,0.1,,1584.0,692.0,357.0,335.0,218.0,6.3,,,,118.0,10.3,,,
2016-04-22,7.74,20.0,,0.1,,1576.0,699.0,361.0,338.0,225.0,6.3,,,,119.0,10.3,,,
2016-04-23,7.7,19.0,,0.1,,1640.0,697.0,365.0,332.0,232.0,6.3,,,,118.0,10.3,,,
2016-04-24,7.86,18.0,,0.1,,1680.0,760.0,403.0,357.0,226.0,6.3,,,,118.0,10.3,,,
2016-04-25,7.81,19.0,,0.1,,1498.0,684.0,327.0,357.0,197.0,6.2,,,,119.0,10.2,,,
2016-04-26,7.7,19.0,,0.1,,1662.0,701.0,385.0,316.0,232.0,6.4,,,,118.0,10.4,,,
2016-04-27,7.65,19.0,,0.1,,1658.0,785.0,403.0,382.0,239.0,6.5,,,,119.0,10.5,,,
2016-04-28,7.62,19.0,,0.1,,1680.0,739.0,374.0,365.0,211.0,6.3,,,,118.0,10.3,,,
2016-04-29,7.68,19.0,,0.1,,1685.0,743.0,376.0,367.0,210.0,6.3,,,,119.0,10.3,,,
2016-04-30,7.7,18.0,,0.1,,1650.0,739.0,365.0,374.0,218.0,6.3,,,,118.0,10.3,,,
2016-05-01,7.48,19.0,,0.1,,1710.0,739.0,374.0,365.0,155.0,6.3,,,,118.0,10.4,,,
2016-05-02,7.52,18.0,,0.1,,1760.0,773.0,391.0,382.0,211.0,6.3,,,,115.0,10.3,,,
2016-05-03,7.56,20.0,,0.1,,1600.0,739.0,365.0,374.0,246.0,6.3,,,,117.0,10.5,,,
2016-05-04,7.6,18.0,,0.1,,1700.0,727.0,361.0,366.0,239.0,6.3,,,,116.0,10.4,,,
2016-05-05,7.7,20.0,,0.3,,1730.0,739.0,365.0,374.0,239.0,6.3,,,,117.0,10.3,,,
2016-05-06,7.35,26.0,,0.1,,1840.0,701.0,344.0,357.0,232.0,6.3,,,,119.0,10.4,,,
2016-05-07,7.6,28.0,,0.1,,1700.0,664.0,353.0,311.0,211.0,6.3,,,,118.0,10.5,,,
2016-05-08,7.5,29.0,,0.1,,1720.0,659.0,357.0,302.0,218.0,6.2,,,,119.0,10.3,,,
2016-05-09,7.6,22.0,,0.1,,1450.0,617.0,319.0,298.0,190.0,6.3,,,,115.0,10.4,,,
2016-05-10,7.77,18.0,,0.1,,1484.0,613.0,310.0,303.0,183.0,6.3,,,,115.0,10.4,,,
2016-05-11,7.5,16.0,,0.3,,1460.0,601.0,307.0,294.0,190.0,6.5,,,,112.0,10.5,,,
2016-05-12,7.55,23.0,,0.1,,1400.0,592.0,302.0,290.0,183.0,6.4,,,,114.0,10.4,,,
2016-05-13,7.59,20.0,,0.1,,1459.0,563.0,290.0,273.0,176.0,6.4,,,,115.0,10.5,,,
2016-05-14,7.5,18.0,,0.1,,1500.0,525.0,302.0,223.0,169.0,6.5,,,,117.0,10.5,,,
2016-05-15,7.8,18.0,,0.1,,1480.0,529.0,307.0,222.0,169.0,6.4,,,,114.0,10.6,,,
2016-05-16,7.68,18.0,,0.1,,1776.0,590.0,328.0,268.0,190.0,6.5,,,,115.0,10.5,,,
2016-05-17,7.56,19.0,,0.1,,1550.0,554.0,332.0,222.0,183.0,6.2,,,,118.0,10.5,,,
2016-05-18,7.7,19.0,,0.1,,1495.0,508.0,269.0,239.0,155.0,6.3,,,,118.0,10.3,,,
2016-05-19,7.64,18.0,,0.1,,1510.0,529.0,286.0,243.0,162.0,6.2,,,,117.0,10.4,,,
2016-05-20,7.68,17.0,,0.1,,1490.0,525.0,273.0,252.0,155.0,6.3,,,,115.0,10.3,,,
2016-05-21,7.58,18.0,,0.2,,1450.0,563.0,302.0,261.0,162.0,6.2,,,,112.0,10.4,,,
2016-05-22,7.58,18.0,,0.2,,1540.0,554.0,294.0,260.0,168.0,6.2,,,,114.0,10.2,,,
2016-05-23,7.65,18.0,,0.2,,1570.0,647.0,307.0,340.0,183.0,6.3,,,,115.0,10.4,,,
2016-05-24,7.23,18.0,,0.2,,1501.0,643.0,302.0,341.0,169.0,6.2,,,,114.0,10.5,,,
2016-05-25,7.48,17.0,,0.1,,1641.0,647.0,311.0,336.0,177.0,6.3,,,,115.0,10.6,,,
2016-05-26,7.45,21.0,,0.1,,1650.0,643.0,307.0,336.0,183.0,6.2,,,,114.0,10.4,,,
2016-05-27,7.41,15.0,,0.2,,1610.0,764.0,395.0,364.0,183.0,6.3,,,,115.0,10.5,,,
2016-05-28,7.56,17.0,,0.1,,1670.0,735.0,365.0,370.0,211.0,6.2,,,,114.0,10.5,,,
2016-05-29,7.59,20.0,,0.1,,1700.0,739.0,370.0,369.0,214.0,6.1,,,,114.0,10.3,,,
2016-05-30,7.8,19.0,,0.1,,1780.0,680.0,349.0,331.0,199.0,6.3,,,,116.0,10.5,,,
2016-05-31,7.8,18.0,,0.1,,1830.0,680.0,349.0,331.0,199.0,6.5,,,,115.0,10.6,,,
2016-07-01,8.7,22.0,,0.0,,817.0,470.0,248.0,222.0,94.0,,1.2,,,,4.0,,,
2016-07-02,8.3,27.0,,0.0,,893.0,556.0,284.0,272.0,100.0,,1.2,,,,4.0,,,
2016-07-02,8.67,27.0,,0.0,,885.0,553.0,282.0,271.0,100.0,,1.2,,,,4.0,,,
2016-07-03,8.7,26.0,,0.0,,890.0,552.0,282.0,270.0,100.0,,1.2,,,,4.0,,,
2016-07-04,8.76,26.0,,0.0,,890.0,562.0,290.0,272.0,101.0,,1.3,,,,4.0,,,
2016-07-04,8.24,25.0,,0.0,,886.0,557.0,286.0,271.0,101.0,,1.3,,,,4.0,,,
2016-07-05,8.79,22.0,,0.0,,923.0,550.0,280.0,270.0,108.0,,1.3,,,,4.0,,,
2016-07-05,8.02,22.0,,0.0,,940.0,554.0,294.0,260.0,108.0,,1.3,,,,4.0,,,
2016-07-06,8.7,20.0,,0.0,,910.0,533.0,290.0,243.0,101.0,,1.3,,,,4.0,,,
2016-07-06,8.08,20.0,,0.0,,931.0,550.0,298.0,252.0,101.0,,1.3,,,,4.0,,,
2016-07-07,8.68,20.0,,0.0,,936.0,590.0,320.0,270.0,102.0,,1.3,,,,4.0,,,
2016-07-08,8.72,21.0,,0.0,,942.0,605.0,328.0,277.0,108.0,,1.3,,,,4.0,,,
2016-07-08,8.03,21.0,,0.0,,916.0,600.0,325.0,275.0,108.0,,1.3,,,,4.0,,,
2016-07-09,8.73,20.0,,0.0,,844.0,546.0,307.0,239.0,101.0,,1.3,,,,4.0,,,
2016-07-09,8.01,20.0,,0.0,,842.0,540.0,300.0,240.0,101.0,,1.3,,,,4.0,,,
2016-07-10,8.72,20.0,,0.0,,880.0,590.0,320.0,270.0,102.0,,1.3,,,,4.0,,,
2016-07-11,8.02,21.0,,0.0,,970.0,638.0,340.0,298.0,115.0,,1.3,,,,4.0,,,
2016-07-11,8.68,21.0,,0.0,,980.0,647.0,344.0,303.0,115.0,,1.3,,,,4.0,,,
2016-07-12,7.83,28.0,,0.0,,911.0,601.0,332.0,269.0,108.0,6.0,1.2,,,,10.0,,,
2016-07-12,8.65,28.0,,0.0,,885.0,588.0,323.0,265.0,108.0,6.0,1.2,,,,10.0,,,
2016-07-13,8.1,30.0,,0.0,,951.0,613.0,349.0,264.0,108.0,6.4,1.3,,,,10.4,,,
2016-07-13,8.69,29.0,,0.0,,897.0,601.0,332.0,269.0,108.0,6.4,1.3,,,,10.4,,,
2016-07-15,8.7,28.0,,0.0,,1020.0,706.0,399.0,307.0,122.0,6.5,1.2,,,,10.5,,,
2016-07-15,7.74,28.0,,0.0,,1040.0,714.0,400.0,314.0,122.0,6.5,1.2,,,,10.5,,,
2016-07-16,8.72,29.0,,0.0,,1053.0,716.0,405.0,311.0,108.0,6.5,1.2,,,,10.5,,,
2016-08-01,7.4,68.0,,0.1,,1360.0,903.0,584.0,319.0,210.0,7.0,0.9,,,154.0,10.0,,,
2016-08-01,7.2,18.0,,0.0,,1020.0,441.0,273.0,168.0,93.0,6.0,,,,98.0,10.0,,,
2016-08-01,7.28,11.0,,0.0,,1320.0,980.0,640.0,340.0,220.0,,0.2,,,148.0,4.2,,,
2016-08-02,7.38,70.0,,0.4,,1370.0,916.0,542.0,374.0,218.0,7.0,0.9,,,148.0,10.0,,,
2016-08-02,7.12,20.0,,0.0,,1015.0,433.0,260.0,173.0,101.0,6.1,,,,96.0,10.1,,,
2016-08-02,7.32,11.0,,0.0,,1342.0,988.0,652.0,336.0,226.0,,0.2,,,149.0,4.1,,,
2016-08-03,7.6,18.0,,0.0,,890.0,437.0,273.0,164.0,109.0,6.1,,,,90.0,10.1,,,
2016-08-03,7.34,66.0,,0.1,,1204.0,840.0,584.0,256.0,202.0,7.1,0.9,,,142.0,10.1,,,
2016-08-03,7.35,12.0,,0.0,,1363.0,995.0,664.0,331.0,233.0,,0.2,,,150.0,4.2,,,
2016-08-04,7.74,12.0,,0.0,,1357.0,974.0,655.0,319.0,218.0,,0.2,,,150.0,4.2,,,
2016-08-04,7.42,78.0,,0.0,,1279.0,869.0,538.0,331.0,210.0,7.2,0.9,,,148.0,10.2,,,
2016-08-04,7.52,16.0,,0.0,,885.0,441.0,265.0,176.0,93.0,6.0,,,,90.0,10.0,,,
2016-08-05,7.33,12.0,,0.0,,1312.0,995.0,668.0,327.0,233.0,,0.2,,,149.0,4.1,,,
2016-08-05,7.48,69.0,,0.0,,1170.0,765.0,470.0,295.0,208.0,7.2,0.9,,,146.0,10.2,,,
2016-08-05,7.32,18.0,,0.0,,893.0,441.0,273.0,168.0,93.0,6.0,,,,88.0,10.0,,,
2016-08-06,7.3,11.0,,1.0,,1380.0,1016.0,680.0,336.0,272.0,,0.2,,,149.0,4.1,,,
2016-08-06,7.5,65.0,,0.0,,1056.0,722.0,466.0,256.0,195.0,7.2,0.9,,,152.0,10.2,,,
2016-08-06,7.38,18.0,,0.0,,890.0,445.0,227.0,218.0,117.0,6.0,,,,90.0,10.0,,,
2016-08-07,7.57,78.0,,0.0,,1182.0,735.0,480.0,255.0,196.0,7.1,1.0,,,158.0,10.1,,,
2016-08-07,7.54,11.0,,0.5,,1410.0,990.0,662.0,328.0,278.0,,0.2,,,148.0,4.1,,,
2016-08-07,7.42,18.0,,0.0,,882.0,442.0,225.0,217.0,108.0,6.1,,,,94.0,10.1,,,
2016-08-08,7.65,83.0,,0.0,,1286.0,742.0,488.0,254.0,195.0,7.1,1.2,,,156.0,10.2,,,
2016-08-08,7.62,12.0,,0.2,,1590.0,966.0,643.0,323.0,288.0,,0.2,,,148.0,4.2,,,
2016-08-08,7.54,20.0,,0.0,,872.0,441.0,218.0,223.0,101.0,6.1,,,,92.0,10.12,,,
2016-08-09,7.98,70.0,,0.0,,1295.0,722.0,475.0,247.0,187.0,7.3,0.9,,,162.0,10.3,,,
